content,bank,nouns,keywords,vader_compound,tb_polarity,tb_subjectivity,sentiment,bank_id
it good. to get services,CBE Bank,['services'],"['good', 'get', 'services']",0.4404,0.7,0.6000000000000001,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
it's good app for ease of access mobile banking transaction and use our time properly!,CBE Bank,"['ease', 'access', 'banking', 'transaction', 'time']","['good', 'for', 'ease', 'access', 'mobile', 'banking', 'transaction', 'use', 'our', 'time', 'properly']",0.69,0.35,0.35000000000000003,positive,
"pls make an option fingerprint Biometric payment only, it's fast and secure to pay",CBE Bank,"['pls', 'option', 'fingerprint', 'biometric', 'payment']","['pls', 'make', 'option', 'fingerprint', 'biometric', 'payment', 'only', 'fast', 'secure', 'pay']",0.3182,0.20000000000000004,0.7333333333333334,positive,
በጣም ቀላልና ፈጣን ለመጠቀም ወድጀዋለሁ,CBE Bank,"['ቀላልና', 'ፈጣን', 'ለመጠቀም', 'ወድጀዋለሁ']","['ቀላልና', 'ፈጣን', 'ለመጠቀም', 'ወድጀዋለሁ']",0.0,0.0,0.0,neutral,
I love this up to much eollahi,CBE Bank,['eollahi'],"['love', 'much', 'eollahi']",0.6369,0.35,0.4,positive,
I hope this bank have excellent Mobile app but still not easy and not working in holidays why,CBE Bank,"['bank', 'mobile', 'holidays']","['hope', 'bank', 'have', 'excellent', 'mobile', 'still', 'not', 'easy', 'not', 'working', 'holidays', 'why']",-0.3788,0.39166666666666666,0.9166666666666667,negative,
"It's a great, easy-to-use, very convenient and secure app.",CBE Bank,[],"['great', 'easy', 'use', 'convenient', 'secure']",0.7759,0.4666666666666666,0.5499999999999999,positive,
Good Job,CBE Bank,['job'],"['good', 'job']",0.4404,0.7,0.6000000000000001,positive,
best,CBE Bank,[],['best'],0.6369,1.0,0.3,positive,
best,CBE Bank,[],['best'],0.6369,1.0,0.3,positive,
it's so use full and secure 👍💪👌,CBE Bank,['👍💪👌'],"['use', 'full', 'secure']",0.34,0.375,0.575,positive,
"there should be atm voucher access included , and also the app crash sometimes .",CBE Bank,"['access', 'crash']","['there', 'should', 'atm', 'voucher', 'access', 'included', 'also', 'crash', 'sometimes']",-0.4019,0.0,0.0,negative,
ok,CBE Bank,[],[],0.296,0.5,0.5,positive,
"The app has some issues we need to have a place where we save our contacts where we usually send money to, after update I keep loosing all the important accounts.Also user needs to configure their notification types we want to receive either by email ,SMS or both. right now I don't get any notifications when I receive funds from companies.",CBE Bank,"['issues', 'place', 'contacts', 'money', 'accounts.also', 'needs', 'notification', 'email', 'sms', 'right', 'notifications', 'funds', 'companies']","['has', 'some', 'issues', 'need', 'have', 'place', 'where', 'save', 'our', 'contacts', 'where', 'usually', 'send', 'money', 'after', 'update', 'keep', 'loosing', 'all', 'important', 'accounts', 'also', 'user', 'needs', 'configure', 'their', 'notification', 'types', 'want', 'receive', 'either', 'email', 'sms', 'both', 'right', 'now', 'don', 'get', 'any', 'notifications', 'when', 'receive', 'funds', 'from', 'companies']",0.6486,0.14523809523809525,0.5952380952380952,positive,
after the the recent update the app not responding. even transfer to telebirr isn't working.,CBE Bank,['update'],"['after', 'recent', 'update', 'not', 'responding', 'even', 'transfer', 'telebirr', 'isn', 'working']",0.0,0.0,0.25,neutral,
Need more additional future include for now it's not bad,CBE Bank,['future'],"['need', 'more', 'additional', 'future', 'include', 'for', 'now', 'not', 'bad']",0.431,0.28333333333333327,0.4305555555555555,positive,
I don't like. I can't make transfer to my own telebirr,CBE Bank,"['transfer', 'telebirr']","['don', 'like', 'can', 'make', 'transfer', 'own', 'telebirr']",-0.2755,0.6,1.0,negative,
lag and stack not quick response 😞😞,CBE Bank,"['lag', 'stack', 'response']","['lag', 'stack', 'not', 'quick', 'response']",-0.34,-0.16666666666666666,0.5,negative,
Best app.,CBE Bank,['best'],['best'],0.6369,1.0,0.3,positive,
"This application was not that great, and its performance has unfortunately declined further. For the past week, I have been unable to access my balance or transfer funds. This situation is causing considerable concern and inconvenience, as I cannot access my money in a timely manner. This has resulted in late payments and a loss of confidence and trust. Furthermore, I have not received a response to my message to the customer support team",CBE Bank,"['performance', 'week', 'access', 'balance', 'funds', 'situation', 'concern', 'inconvenience', 'access', 'money', 'manner', 'payments', 'loss', 'confidence', 'trust', 'furthermore', 'response', 'message', 'customer', 'support', 'team']","['not', 'great', 'its', 'performance', 'has', 'unfortunately', 'declined', 'further', 'for', 'past', 'week', 'have', 'been', 'unable', 'access', 'balance', 'transfer', 'funds', 'situation', 'causing', 'considerable', 'concern', 'inconvenience', 'cannot', 'access', 'money', 'timely', 'manner', 'has', 'resulted', 'late', 'payments', 'loss', 'confidence', 'trust', 'furthermore', 'have', 'not', 'received', 'response', 'message', 'customer', 'support', 'team']",-0.05,-0.09285714285714285,0.5785714285714285,negative,
Very good,CBE Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive,
አዲሱ ገጽታው በጣም ያስጠላል። ለአይን ይከብዳል። ወደነበረበት ብትመልሱት።,CBE Bank,"['ገጽታው', 'ያስጠላል።', 'ለአይን', 'ይከብዳል።', 'ወደነበረበት', 'ብትመልሱት።']","['አዲሱ', 'ገጽታው', 'ያስጠላል', 'ለአይን', 'ይከብዳል', 'ወደነበረበት', 'ብትመልሱት']",0.0,0.0,0.0,neutral,
I like it but sometimes there is a system error,CBE Bank,"['system', 'error']","['like', 'sometimes', 'there', 'system', 'error']",-0.4215,0.0,0.0,negative,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
"the app keeps asking for update, even after being updated",CBE Bank,"['keeps', 'update']","['keeps', 'asking', 'for', 'update', 'even', 'after', 'being', 'updated']",0.0,0.0,0.0,neutral,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
tel birr,CBE Bank,"['tel', 'birr']","['tel', 'birr']",0.0,0.0,0.0,neutral,
Good !,CBE Bank,[],['good'],0.4926,0.875,0.6000000000000001,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
very good cbe app,CBE Bank,['cbe'],"['good', 'cbe']",0.4927,0.9099999999999999,0.7800000000000001,positive,
halaba kuleto,CBE Bank,"['halaba', 'kuleto']","['halaba', 'kuleto']",0.0,0.0,0.0,neutral,
best app ever,CBE Bank,[],"['best', 'ever']",0.6369,1.0,0.3,positive,
like,CBE Bank,[],['like'],0.3612,0.0,0.0,positive,
the best,CBE Bank,[],['best'],0.6369,1.0,0.3,positive,
good app but it needs more languages do it with more than four languages,CBE Bank,"['languages', 'languages']","['good', 'needs', 'more', 'languages', 'with', 'more', 'than', 'four', 'languages']",0.2382,0.5666666666666667,0.5333333333333333,positive,
good work,CBE Bank,['work'],"['good', 'work']",0.4404,0.7,0.6000000000000001,positive,
ok,CBE Bank,[],[],0.296,0.5,0.5,positive,
wow app.The developers make improvements every time.,CBE Bank,"['wow', 'app.the', 'developers', 'improvements', 'time']","['wow', 'developers', 'make', 'improvements', 'every', 'time']",0.7269,0.1,1.0,positive,
nice and perfect,CBE Bank,[],"['nice', 'perfect']",0.7579,0.8,1.0,positive,
best experience,CBE Bank,['experience'],"['best', 'experience']",0.6369,1.0,0.3,positive,
What's wrong after i update the app unable to open,CBE Bank,[],"['what', 'wrong', 'after', 'update', 'unable', 'open']",-0.4767,-0.3333333333333333,0.6333333333333333,negative,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
👍👍it is good. pls Hide the amount that appear on the top when we need to transfer🙏,CBE Bank,"['👍👍it', 'amount']","['good', 'pls', 'hide', 'amount', 'appear', 'top', 'when', 'need', 'transfer']",0.5106,0.6,0.55,positive,
not sure at the moment,CBE Bank,['moment'],"['not', 'sure', 'moment']",-0.2411,-0.25,0.8888888888888888,negative,
Good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
it's the best app i have every seen it is fast and securty,CBE Bank,['securty'],"['best', 'have', 'every', 'seen', 'fast', 'securty']",0.6369,0.6,0.44999999999999996,positive,
Useful apps,CBE Bank,['apps'],"['useful', 'apps']",0.4404,0.3,0.0,positive,
easy to use,CBE Bank,[],"['easy', 'use']",0.4404,0.43333333333333335,0.8333333333333334,positive,
waw,CBE Bank,['waw'],['waw'],0.0,0.0,0.0,neutral,
"This app used to work well, but now it constantly shows an error saying it can’t load my accounts and tells me to visit a branch. I’m not even in the country, so that’s not possible. The app has frequent issues and needs better reliability and remote support options.",CBE Bank,"['error', 'load', 'accounts', 'tells', 'branch', 'country', 'issues', 'needs', 'reliability', 'support', 'options']","['used', 'work', 'well', 'now', 'constantly', 'shows', 'error', 'saying', 'can', 'load', 'accounts', 'tells', 'visit', 'branch', 'not', 'even', 'country', 'not', 'possible', 'has', 'frequent', 'issues', 'needs', 'better', 'reliability', 'remote', 'support', 'options']",0.6597,0.1,0.4666666666666667,positive,
nice,CBE Bank,[],['nice'],0.4215,0.6,1.0,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
I am very comfortable because we can easily access various transfer services that we used to have to go to the bank.,CBE Bank,"['access', 'transfer', 'services', 'bank']","['comfortable', 'because', 'can', 'easily', 'access', 'various', 'transfer', 'services', 'used', 'have', 'bank']",0.7178,0.31777777777777777,0.7777777777777778,positive,
ok,CBE Bank,[],[],0.296,0.5,0.5,positive,
i am so happy,CBE Bank,[],['happy'],0.6115,0.8,1.0,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
good app,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
good job,CBE Bank,['job'],"['good', 'job']",0.4404,0.7,0.6000000000000001,positive,
best,CBE Bank,[],['best'],0.6369,1.0,0.3,positive,
I'm from Ethiopia and proud of CBE service app.,CBE Bank,"['ethiopia', 'proud', 'cbe', 'service']","['from', 'ethiopia', 'proud', 'cbe', 'service']",0.4767,0.8,1.0,positive,
I am successful with app,CBE Bank,[],"['successful', 'with']",0.5859,0.75,0.95,positive,
everything is boaring the previous one is good,CBE Bank,['everything'],"['everything', 'boaring', 'previous', 'one', 'good']",0.4404,0.26666666666666666,0.38333333333333336,positive,
The recent update is trash. I couldn't refresh the page. It's not even trying to sync. Please fix the bug and release a clean version.,CBE Bank,"['update', 'page', 'please', 'bug', 'version']","['recent', 'update', 'trash', 'couldn', 'refresh', 'page', 'not', 'even', 'trying', 'sync', 'please', 'fix', 'bug', 'release', 'clean', 'version']",0.6124,0.18333333333333335,0.47500000000000003,positive,
ወከቀቀ,CBE Bank,['ወከቀቀ'],['ወከቀቀ'],0.0,0.0,0.0,neutral,
Nice,CBE Bank,['nice'],['nice'],0.4215,0.6,1.0,positive,
This app is very good and helpful I am Happy working with cbe mobile banking tanx all members and I am ready invite all my family and friends ❤️,CBE Bank,"['banking', 'members', 'invite', 'family', 'friends']","['good', 'helpful', 'happy', 'working', 'with', 'cbe', 'mobile', 'banking', 'tanx', 'all', 'members', 'ready', 'invite', 'all', 'family', 'friends']",0.9447,0.6366666666666666,0.7600000000000001,positive,
Samsung A-5360 is not my device and i did not opened by this,CBE Bank,"['samsung', 'a-5360', 'device']","['samsung', '5360', 'not', 'device', 'did', 'not', 'opened']",0.0,0.0,0.0,neutral,
notwork totransferto other,CBE Bank,"['notwork', 'totransferto']","['notwork', 'totransferto', 'other']",0.0,-0.125,0.375,neutral,
የCommercial Bank of Ethiopia ሞባይል ባንኪንግ አገልግሎት በአጠቃላይ ጠቃሚ ነው፣ ግን አንድ ችግር አጋጥሞኛል። የሂሳብ ቁጥር በምናስገባበት ሳጥን ላይ “Mr” ወይም “Mrs” ከሚለው ቀጥሎ ያለውን ስም ለማስገባት ስፔስ (space) መጠቀም አይቻልም። ይህ ተጠቃሚዎችን ስም ትክክለኛ ለማስገባት እንዲቸገሩ ያደርጋል። እባክዎ በዚህ ክፍል ስፔስ መጠቀም እንዲቻል ወይም የስም መሙያ ስርዓቱን እንዲሻሻል ቢያደርጉ በጣም ጥሩ ይሆናል።,CBE Bank,"['bank', 'ethiopia', 'ሞባይል', 'ባንኪንግ', 'አገልግሎት', 'በአጠቃላይ', 'ጠቃሚ', 'ነው፣', 'አንድ', 'ችግር', 'አጋጥሞኛል።', 'የሂሳብ', 'ቁጥር', 'በምናስገባበት', 'ሳጥን', 'ወይም', 'mrs', 'ከሚለው', 'ቀጥሎ', 'ያለውን', 'ለማስገባት', 'ስፔስ', 'space', 'ይሆናል።']","['የcommercial', 'bank', 'ethiopia', 'ሞባይል', 'ባንኪንግ', 'አገልግሎት', 'በአጠቃላይ', 'ጠቃሚ', 'አንድ', 'ችግር', 'አጋጥሞኛል', 'የሂሳብ', 'ቁጥር', 'በምናስገባበት', 'ሳጥን', 'ወይም', 'mrs', 'ከሚለው', 'ቀጥሎ', 'ያለውን', 'ለማስገባት', 'ስፔስ', 'space', 'መጠቀም', 'አይቻልም', 'ተጠቃሚዎችን', 'ትክክለኛ', 'ለማስገባት', 'እንዲቸገሩ', 'ያደርጋል', 'እባክዎ', 'በዚህ', 'ክፍል', 'ስፔስ', 'መጠቀም', 'እንዲቻል', 'ወይም', 'የስም', 'መሙያ', 'ስርዓቱን', 'እንዲሻሻል', 'ቢያደርጉ', 'ይሆናል']",0.0,0.0,0.0,neutral,
🫶👍🙏,CBE Bank,['🫶👍🙏'],[],0.0,0.0,0.0,neutral,
ok,CBE Bank,[],[],0.296,0.5,0.5,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
ok,CBE Bank,[],[],0.296,0.5,0.5,positive,
nice,CBE Bank,[],['nice'],0.4215,0.6,1.0,positive,
i like it,CBE Bank,[],['like'],0.3612,0.0,0.0,positive,
ok,CBE Bank,[],[],0.296,0.5,0.5,positive,
unable to use it is not performed well,CBE Bank,[],"['unable', 'use', 'not', 'performed', 'well']",-0.2057,-0.5,0.5,negative,
cbe mobile app best app,CBE Bank,['cbe'],"['cbe', 'mobile', 'best']",0.6369,1.0,0.3,positive,
"easy for use,and good privacy",CBE Bank,"['easy', 'use', 'privacy']","['easy', 'for', 'use', 'good', 'privacy']",0.7003,0.5666666666666667,0.7166666666666668,positive,
amazing,CBE Bank,[],['amazing'],0.5859,0.6000000000000001,0.9,positive,
i really judged this app. 99% were profit exclusive for others only with organization benefit.,CBE Bank,"['others', 'organization', 'benefit']","['really', 'judged', 'profit', 'exclusive', 'for', 'others', 'only', 'with', 'organization', 'benefit']",0.7506,0.1,0.6,positive,
Good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
"It is so good,and easy to use.",CBE Bank,[],"['good', 'easy', 'use']",0.4902,0.43333333333333335,0.8333333333333334,positive,
great app,CBE Bank,[],['great'],0.6249,0.8,0.75,positive,
update is not downgrade. its literally not working,CBE Bank,['update'],"['update', 'not', 'downgrade', 'its', 'literally', 'not', 'working']",0.0,0.0,0.0,neutral,
Please consider optimizing the app for Huawei Mobile Services (HMS). It doesn't work after the update.,CBE Bank,"['please', 'huawei', 'mobile', 'services', 'hms', 'update']","['please', 'consider', 'optimizing', 'for', 'huawei', 'mobile', 'services', 'hms', 'doesn', 'work', 'after', 'update']",0.6486,0.0,0.0,positive,
please use the cute ui as a professional developer,CBE Bank,"['please', 'cute', 'developer']","['please', 'use', 'cute', 'professional', 'developer']",0.6486,0.3,0.55,positive,
Daily Of the day Transfer Limit Restriction If there wasn't If it didn't have Very Extremely Happy We would be.,CBE Bank,"['daily', 'day', 'transfer', 'limit', 'restriction']","['daily', 'day', 'transfer', 'limit', 'restriction', 'there', 'wasn', 'didn', 'have', 'extremely', 'happy', 'would']",0.489,0.4,0.5,positive,
best,CBE Bank,[],['best'],0.6369,1.0,0.3,positive,
Amazing,CBE Bank,[],['amazing'],0.5859,0.6000000000000001,0.9,positive,
worst apk for a big bank,CBE Bank,"['apk', 'bank']","['worst', 'apk', 'for', 'big', 'bank']",-0.6249,-0.5,0.55,negative,
doesn't work properly with safaricom network.,CBE Bank,['network'],"['doesn', 'work', 'properly', 'with', 'safaricom', 'network']",0.0,0.0,0.1,neutral,
"The app forcefully made me an update, since then every time I try to make a payment it keeps bugging and failing non stop. please fix that . this is a big company not a start up .",CBE Bank,"['update', 'time', 'payment', 'stop', 'company', 'start']","['forcefully', 'made', 'update', 'since', 'then', 'every', 'time', 'try', 'make', 'payment', 'keeps', 'bugging', 'failing', 'non', 'stop', 'please', 'fix', 'big', 'company', 'not', 'start']",-0.4939,0.0,0.1,negative,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
I found that when i am using safaricom network the app keeps crashing a lot and not working and as soon as i change the network it will work smoothly so make is a lot compatible with the safaricom network service.,CBE Bank,"['safaricom', 'network', 'lot', 'network', 'lot', 'safaricom', 'network', 'service']","['found', 'when', 'using', 'safaricom', 'network', 'keeps', 'crashing', 'lot', 'not', 'working', 'soon', 'change', 'network', 'will', 'work', 'smoothly', 'make', 'lot', 'compatible', 'with', 'safaricom', 'network', 'service']",0.0,0.4,0.5,neutral,
go ahead,CBE Bank,[],['ahead'],0.0,0.0,0.0,neutral,
it's better than before,CBE Bank,[],"['better', 'than', 'before']",0.4404,0.5,0.5,positive,
nice,CBE Bank,[],['nice'],0.4215,0.6,1.0,positive,
Good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
excellent app,CBE Bank,[],['excellent'],0.5719,1.0,1.0,positive,
CBE not compare to others,CBE Bank,"['cbe', 'others']","['cbe', 'not', 'compare', 'others']",0.0,0.0,0.0,neutral,
Great,CBE Bank,['great'],['great'],0.6249,0.8,0.75,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
nice app thanks,CBE Bank,['thanks'],"['nice', 'thanks']",0.6908,0.4,0.6,positive,
good service,CBE Bank,['service'],"['good', 'service']",0.4404,0.7,0.6000000000000001,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
It's not working after the update it doesn't open at all,CBE Bank,[],"['not', 'working', 'after', 'update', 'doesn', 'open', 'all']",0.0,0.0,0.5,neutral,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
Tamam Yunus Guddata,CBE Bank,"['tamam', 'yunus', 'guddata']","['tamam', 'yunus', 'guddata']",0.0,0.0,0.0,neutral,
it's no functional problem,CBE Bank,['problem'],"['functional', 'problem']",-0.5994,0.0,0.0,negative,
good 👍,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
nice bank,CBE Bank,['bank'],"['nice', 'bank']",0.4215,0.6,1.0,positive,
usefull app,CBE Bank,[],['usefull'],0.0,0.0,0.0,neutral,
excellent app,CBE Bank,[],['excellent'],0.5719,1.0,1.0,positive,
misraqe,CBE Bank,['misraqe'],['misraqe'],0.0,0.0,0.0,neutral,
why it alaways asked me to update every second when I log in.,CBE Bank,[],"['why', 'alaways', 'asked', 'update', 'every', 'second', 'when', 'log']",0.0,0.0,0.0,neutral,
pls update my cbe mobile banking,CBE Bank,"['pls', 'cbe', 'mobile', 'banking']","['pls', 'update', 'cbe', 'mobile', 'banking']",0.0772,0.0,0.0,positive,
hiote tegayede,CBE Bank,"['hiote', 'tegayede']","['hiote', 'tegayede']",0.0,0.0,0.0,neutral,
"Easy, secure and user friend",CBE Bank,"['easy', 'secure', 'user', 'friend']","['easy', 'secure', 'user', 'friend']",0.8176,0.4166666666666667,0.7166666666666667,positive,
nice,CBE Bank,[],['nice'],0.4215,0.6,1.0,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
መስተካከል አለብት ብዩ አስታየት የም ሰጠው አካውንንት በስም ሲፈለግ mr ብሎ ቀጣይ ስም ለመፃፍ እስፔስም አይፈቅድ ቀጣዩ ፊደልም ሲፃፍ አይፅፍም ይሄ ቢስተካከል ይበልጥ ቀላል የረገዋል ብዩ አስበለው,CBE Bank,"['አለብት', 'አስታየት', 'ሰጠው', 'አካውንንት', 'በስም', 'ሲፈለግ', 'ቀጣይ', 'ለመፃፍ', 'እስፔስም', 'አይፈቅድ', 'ቀጣዩ', 'ፊደልም', 'ሲፃፍ', 'አይፅፍም', 'ቢስተካከል', 'ይበልጥ', 'ቀላል', 'የረገዋል', 'አስበለው']","['መስተካከል', 'አለብት', 'አስታየት', 'ሰጠው', 'አካውንንት', 'በስም', 'ሲፈለግ', 'ቀጣይ', 'ለመፃፍ', 'እስፔስም', 'አይፈቅድ', 'ቀጣዩ', 'ፊደልም', 'ሲፃፍ', 'አይፅፍም', 'ቢስተካከል', 'ይበልጥ', 'ቀላል', 'የረገዋል', 'አስበለው']",0.0,0.0,0.0,neutral,
Good app,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
Good Application,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
easy to use but hard to find easily,CBE Bank,[],"['easy', 'use', 'hard', 'find', 'easily']",0.5346,0.19166666666666665,0.7361111111111112,positive,
nice,CBE Bank,[],['nice'],0.4215,0.6,1.0,positive,
fixed problem,CBE Bank,['problem'],"['fixed', 'problem']",-0.4019,0.1,0.2,negative,
በእውነት የሚገርም app ነው ነገሮችን ሁሉ ቀለል ያደርጋል,CBE Bank,"['የሚገርም', 'ነገሮችን', 'ቀለል', 'ያደርጋል']","['በእውነት', 'የሚገርም', 'ነገሮችን', 'ቀለል', 'ያደርጋል']",0.0,0.0,0.0,neutral,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
best app,CBE Bank,[],['best'],0.6369,1.0,0.3,positive,
nice app.,CBE Bank,[],['nice'],0.4215,0.6,1.0,positive,
"While the option to create or cancel standing orders has been added, it is not functional. Similarly, adding a new beneficiary is also not working. Please fix.",CBE Bank,"['option', 'orders', 'beneficiary', 'please', 'fix']","['while', 'option', 'create', 'cancel', 'standing', 'orders', 'has', 'been', 'added', 'not', 'functional', 'similarly', 'adding', 'new', 'beneficiary', 'also', 'not', 'working', 'please', 'fix']",0.3045,0.06818181818181818,0.42727272727272725,positive,
Wonderful App ❤️❤️❤️ I love it,CBE Bank,['❤️❤️❤️'],"['wonderful', 'love']",0.836,0.75,0.8,positive,
i like it,CBE Bank,[],['like'],0.3612,0.0,0.0,positive,
This app has never been efficient at all,CBE Bank,[],"['has', 'never', 'been', 'efficient', 'all']",-0.3252,0.0,0.0,negative,
vary good app,CBE Bank,[],"['vary', 'good']",0.4404,0.7,0.6000000000000001,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
best,CBE Bank,[],['best'],0.6369,1.0,0.3,positive,
I like so much,CBE Bank,[],"['like', 'much']",0.3612,0.2,0.2,positive,
goood g,CBE Bank,['goood'],['goood'],0.0,0.0,0.0,neutral,
best,CBE Bank,[],['best'],0.6369,1.0,0.3,positive,
features በጣም ወድጄዋለሁ ነገር ግን አንድ ችግር አይቼዋለሁ ።APPU DELETE በሆነ ጊዜ ቅርንጫፍ ማመላለሱና MB APPLICATION FORMAT ላይ በየጊዜው መፈረሙ አንድ ለባንኩ ወጪ ነው ሁለት ለደንበኞች Inconvenience ይፈጥራል አስተካክሉ,CBE Bank,"['features', 'ነገር', 'አንድ', 'ችግር', 'አይቼዋለሁ', '።appu', 'delete', 'በሆነ', 'ቅርንጫፍ', 'ማመላለሱና', 'format', 'በየጊዜው', 'መፈረሙ', 'አንድ', 'ለባንኩ', 'ሁለት', 'ለደንበኞች', 'inconvenience', 'ይፈጥራል', 'አስተካክሉ']","['features', 'ወድጄዋለሁ', 'ነገር', 'አንድ', 'ችግር', 'አይቼዋለሁ', 'appu', 'delete', 'በሆነ', 'ቅርንጫፍ', 'ማመላለሱና', 'format', 'በየጊዜው', 'መፈረሙ', 'አንድ', 'ለባንኩ', 'ሁለት', 'ለደንበኞች', 'inconvenience', 'ይፈጥራል', 'አስተካክሉ']",-0.3612,0.0,0.0,negative,
Best ever,CBE Bank,[],"['best', 'ever']",0.6369,1.0,0.3,positive,
thanks you so much 👍 okay I am going to be like in,CBE Bank,"['thanks', 'okay']","['thanks', 'much', 'okay', 'going', 'like']",0.7635,0.35,0.35,positive,
When I update this app there isn't working,CBE Bank,[],"['when', 'update', 'there', 'isn', 'working']",0.0,0.0,0.0,neutral,
አሪፍ አፕ ነው ገራሚ ሁኖ አግኝቼዋለሁ,CBE Bank,"['ገራሚ', 'አግኝቼዋለሁ']","['አሪፍ', 'ገራሚ', 'አግኝቼዋለሁ']",0.0,0.0,0.0,neutral,
is not work properly !!,CBE Bank,[],"['not', 'work', 'properly']",0.0,0.0,0.1,neutral,
ok,CBE Bank,[],[],0.296,0.5,0.5,positive,
yesisgood,CBE Bank,['yesisgood'],['yesisgood'],0.0,0.0,0.0,neutral,
iam happy excellent app,CBE Bank,"['iam', 'excellent']","['iam', 'happy', 'excellent']",0.8126,0.9,1.0,positive,
"The app is getting worse and worse after every ""update"". The UI is inconsistent, you haven't fixed the issue with Mpesa wallet transfer ( the ""begin 0, end 1, length 0"" error after ever transfer attempt) ; now the tellbirr transfer raises ""Bucket override O-10094"" error. Test your work FULLY before release.",CBE Bank,"['issue', 'mpesa', 'wallet', 'transfer', 'end', 'error', 'attempt', 'tellbirr', 'transfer', 'bucket', 'o-10094', 'error', 'work', 'fully', 'release']","['getting', 'worse', 'worse', 'after', 'every', 'update', 'inconsistent', 'haven', 'fixed', 'issue', 'with', 'mpesa', 'wallet', 'transfer', 'begin', 'end', 'length', 'error', 'after', 'ever', 'transfer', 'attempt', 'now', 'tellbirr', 'transfer', 'raises', 'bucket', 'override', '10094', 'error', 'test', 'your', 'work', 'fully', 'before', 'release']",-0.891,-0.23333333333333336,0.4666666666666666,negative,
so good,CBE Bank,[],['good'],0.4927,0.7,0.6000000000000001,positive,
ok,CBE Bank,[],[],0.296,0.5,0.5,positive,
fast and time saving...,CBE Bank,"['time', 'saving']","['fast', 'time', 'saving']",0.0,0.2,0.6,neutral,
CBE it's my excellent choice,CBE Bank,"['cbe', 'choice']","['cbe', 'excellent', 'choice']",0.5719,1.0,1.0,positive,
"Internet Based mobile app for CBEBirr A Internet Based mobile app for CBEBirr. With the new Internet based CBEBirr Mobile App you can make every operations applicable via the USSD version of CBEBirr. This app version is the latest version branded as CBEBirr Plus, CBEBirr+, CBE Birr +, or CBE Birr plus.",CBE Bank,"['internet', 'cbebirr', 'internet', 'cbebirr', 'internet', 'cbebirr', 'mobile', 'operations', 'ussd', 'version', 'cbebirr', 'version', 'version', 'cbebirr', 'plus', 'cbebirr+', 'cbe', 'birr', 'cbe', 'birr', 'plus']","['internet', 'based', 'mobile', 'for', 'cbebirr', 'internet', 'based', 'mobile', 'for', 'cbebirr', 'with', 'new', 'internet', 'based', 'cbebirr', 'mobile', 'can', 'make', 'every', 'operations', 'applicable', 'via', 'ussd', 'version', 'cbebirr', 'version', 'latest', 'version', 'branded', 'cbebirr', 'plus', 'cbebirr', 'cbe', 'birr', 'cbe', 'birr', 'plus']",0.0,0.3181818181818182,0.6772727272727272,neutral,
best,CBE Bank,[],['best'],0.6369,1.0,0.3,positive,
smart app,CBE Bank,[],['smart'],0.4019,0.21428571428571427,0.6428571428571429,positive,
good,CBE Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,
It is usefull app,CBE Bank,[],['usefull'],0.0,0.0,0.0,neutral,
this app is so functional for airtime for wallet and,CBE Bank,"['airtime', 'wallet']","['functional', 'for', 'airtime', 'for', 'wallet']",0.0,0.0,0.0,neutral,
very amazing app,CBE Bank,[],['amazing'],0.624,0.7800000000000001,1.0,positive,
